taxi.data_prog_hourofdayofweek.zone_id,taxi.data_prog_hourofdayofweek.year,taxi.data_prog_hourofdayofweek.month,taxi.data_prog_hourofdayofweek.dayofweek,taxi.data_prog_hourofdayofweek.hourofday,taxi.data_prog_hourofdayofweek.count
1,2011,9,6,17,1886
1,2011,11,2,5,1110
1,2011,11,5,6,1236
1,2011,12,1,15,1965
1,2011,12,4,16,2432
1,2011,12,7,17,1875
1,2012,1,3,3,27
1,2012,1,6,4,67
1,2012,2,2,13,995
1,2012,2,5,14,1675
1,2012,3,1,23,1664
1,2012,4,1,2,235
1,2012,4,4,3,36
1,2012,4,7,4,104
1,2012,5,3,13,2079
1,2012,5,6,14,1327
1,2012,6,2,23,1476
1,2012,7,2,2,263
1,2012,7,5,3,200
1,2012,8,1,12,1217
1,2012,8,4,13,2093
1,2012,8,7,14,2079
1,2012,9,3,23,1467
1,2012,10,3,2,121
1,2012,10,6,3,137
1,2012,11,2,12,845
1,2012,11,5,13,1887
1,2012,12,1,22,2181
1,2012,12,4,23,1680
1,2013,1,3,10,982
1,2013,1,6,11,822
1,2013,2,2,20,1774
1,2013,2,5,21,1213
1,2013,3,5,0,2143
1,2013,4,1,9,1277
1,2013,4,4,10,643
1,2013,4,7,11,813
1,2013,5,3,20,2266
1,2013,5,6,21,1480
1,2013,6,6,0,1622
1,2013,7,2,9,1016
1,2013,7,5,10,687
1,2013,8,1,19,1934
1,2013,8,4,20,2073
1,2013,8,7,21,1921
1,2013,9,7,0,777
1,2013,10,3,9,581
1,2013,10,6,10,579
1,2013,11,2,19,1739
1,2013,11,5,20,2413
1,2010,1,2,21,1273
1,2010,1,5,22,1419
1,2010,2,2,0,805
1,2010,2,5,1,206
1,2010,3,1,10,1039
1,2010,3,4,11,565
1,2010,3,7,12,673
1,2010,4,3,21,1660
1,2010,4,6,22,954
1,2010,5,3,0,897
1,2010,5,6,1,658
1,2010,6,2,10,889
1,2010,6,5,11,840
1,2010,7,1,20,1961
1,2010,7,4,21,2053
1,2010,7,7,22,1946
1,2010,8,4,0,988
1,2010,8,7,1,469
1,2010,9,3,10,1097
1,2010,9,6,11,1013
1,2010,10,2,20,1769
1,2010,10,5,21,1827
1,2010,11,5,0,835
1,2010,12,1,9,719
1,2010,12,4,10,911
1,2010,12,7,11,759
1,2011,2,2,7,1019
1,2011,2,5,8,994
1,2011,3,1,17,1973
1,2011,3,4,18,1956
1,2011,3,7,19,1993
1,2011,5,3,7,1400
1,2011,5,6,8,833
1,2011,6,2,17,1678
1,2011,6,5,18,1527
1,2011,8,1,6,1542
1,2011,8,4,7,1506
1,2011,8,7,8,420
1,2011,9,3,17,1816
1,2011,9,6,18,1598
1,2011,11,2,6,1722
1,2011,11,5,7,1204
1,2011,12,1,16,2009
1,2011,12,4,17,2352
1,2011,12,7,18,1692
1,2012,1,3,4,69
1,2012,1,6,5,669
1,2012,2,2,14,1535
1,2012,2,5,15,2029
1,2012,4,1,3,81
1,2012,4,4,4,56
1,2012,4,7,5,617
1,2012,5,3,14,2020
1,2012,5,6,15,1665
1,2012,7,2,3,90
1,2012,7,5,4,79
1,2012,8,1,13,1655
1,2012,8,4,14,2525
1,2012,8,7,15,2283
1,2012,10,3,3,24
1,2012,10,6,4,89
1,2012,11,2,13,1533
1,2012,11,5,14,2429
1,2012,12,1,23,1937
1,2013,1,3,11,1143
1,2013,1,6,12,772
1,2013,2,2,21,1549
1,2013,2,5,22,1149
1,2013,3,2,0,1785
1,2013,3,5,1,655
1,2013,4,1,10,1262
1,2013,4,4,11,1102
1,2013,4,7,12,931
1,2013,5,3,21,1866
1,2013,5,6,22,1519
1,2013,6,3,0,1522
1,2013,6,6,1,1171
1,2013,7,2,10,981
1,2013,7,5,11,967
1,2013,8,1,20,2400
1,2013,8,4,21,2458
1,2013,8,7,22,1741
1,2013,9,4,0,1275
1,2013,9,7,1,355
1,2013,10,3,10,765
1,2013,10,6,11,1013
1,2013,11,2,20,1732
1,2013,11,5,21,2353
1,2013,12,5,0,1441
1,2010,1,2,22,1168
1,2010,1,5,23,1162
1,2010,2,2,1,275
1,2010,2,5,2,119
1,2010,3,1,11,821
1,2010,3,4,12,618
1,2010,3,7,13,732
1,2010,4,3,22,1644
1,2010,4,6,23,831
1,2010,5,3,1,271
1,2010,5,6,2,289
1,2010,6,2,11,1029
1,2010,6,5,12,1018
1,2010,7,1,21,1738
1,2010,7,4,22,1897
1,2010,7,7,23,1649
1,2010,8,1,0,1480
1,2010,8,4,1,363
1,2010,8,7,2,288
1,2010,9,3,11,1246
1,2010,9,6,12,919
1,2010,10,2,21,1447
1,2010,10,5,22,1753
1,2010,11,2,0,1355
1,2010,11,5,1,238
1,2010,12,1,10,625
1,2010,12,4,11,1056
1,2010,12,7,12,715
1,2011,2,2,8,864
1,2011,2,5,9,592
1,2011,3,1,18,1754
1,2011,3,4,19,1887
1,2011,3,7,20,2036
1,2011,5,3,8,1024
1,2011,5,6,9,772
1,2011,6,2,18,1779
1,2011,6,5,19,1457
1,2011,8,1,7,1966
1,2011,8,4,8,1090
1,2011,8,7,9,380
1,2011,9,3,18,1671
1,2011,9,6,19,1452
1,2011,11,2,7,1790
1,2011,11,5,8,954
1,2011,12,1,17,2036
1,2011,12,4,18,2055
1,2011,12,7,19,1658
1,2012,1,3,5,809
1,2012,1,6,6,909
1,2012,2,2,15,2046
1,2012,2,5,16,1986
1,2012,4,1,4,113
1,2012,4,4,5,756
1,2012,4,7,6,1150
1,2012,5,3,15,2289
1,2012,5,6,16,1716
1,2012,7,2,4,74
1,2012,7,5,5,558
1,2012,8,1,14,2074
1,2012,8,4,15,2698
1,2012,8,7,16,2116
1,2012,10,3,4,47
1,2012,10,6,5,768
1,2012,11,2,14,1831
1,2012,11,5,15,2800
1,2013,1,3,12,1017
1,2013,1,6,13,1312
1,2013,2,2,22,1593
1,2013,2,5,23,1009
1,2013,3,2,1,959
1,2013,3,5,2,117
1,2013,4,1,11,1391
1,2013,4,4,12,995
1,2013,4,7,13,1840
1,2013,5,3,22,2271
1,2013,5,6,23,1496
1,2013,6,3,1,807
1,2013,6,6,2,461
1,2013,7,2,11,1276
1,2013,7,5,12,933
1,2013,8,1,21,2307
1,2013,8,4,22,2405
1,2013,8,7,23,1557
1,2013,9,1,0,2277
1,2013,9,4,1,329
1,2013,9,7,2,106
1,2013,10,3,11,1459
1,2013,10,6,12,996
1,2013,11,2,21,1958
1,2013,11,5,22,1860
1,2013,12,2,0,1717
1,2013,12,5,1,470
1,2010,1,2,23,978
1,2010,2,2,2,105
1,2010,2,5,3,39
1,2010,3,1,12,878
1,2010,3,4,13,722
1,2010,3,7,14,1123
1,2010,4,3,23,1312
1,2010,5,3,2,98
1,2010,5,6,3,216
1,2010,6,2,12,1231
1,2010,6,5,13,1284
1,2010,7,1,22,1932
1,2010,7,4,23,1862
1,2010,8,1,1,763
1,2010,8,4,2,110
1,2010,8,7,3,218
1,2010,9,3,12,1201
1,2010,9,6,13,1173
1,2010,10,2,22,1621
1,2010,10,5,23,1258
1,2010,11,2,1,378
1,2010,11,5,2,80
1,2010,12,1,11,686
1,2010,12,4,12,1116
1,2010,12,7,13,1026
1,2011,1,6,0,802
1,2011,2,2,9,672
1,2011,2,5,10,576
1,2011,3,1,19,1734
1,2011,3,4,20,2204
1,2011,3,7,21,2012
1,2011,4,7,0,582
1,2011,5,3,9,705
1,2011,5,6,10,787
1,2011,6,2,19,1628
1,2011,6,5,20,1559
1,2011,8,1,8,1714
1,2011,8,4,9,757
1,2011,8,7,10,426
1,2011,9,3,19,1592
1,2011,9,6,20,1715
1,2011,11,2,8,1500
1,2011,11,5,9,541
1,2011,12,1,18,1636
1,2011,12,4,19,2215
1,2011,12,7,20,1793
1,2012,1,3,6,1180
1,2012,1,6,7,916
1,2012,2,2,16,1940
1,2012,2,5,17,1666
1,2012,4,1,5,1219
1,2012,4,4,6,1220
1,2012,4,7,7,1354
1,2012,5,3,16,2621
1,2012,5,6,17,2014
1,2012,7,2,5,893
1,2012,7,5,6,1060
1,2012,8,1,15,2292
1,2012,8,4,16,2538
1,2012,8,7,17,2214
1,2012,10,3,5,931
1,2012,10,6,6,902
1,2012,11,2,15,2130
1,2012,11,5,16,2428
1,2013,1,3,13,1663
1,2013,1,6,14,1619
1,2013,2,2,23,1345
1,2013,3,2,2,234
1,2013,3,5,3,44
1,2013,4,1,12,1414
1,2013,4,4,13,1681
1,2013,4,7,14,2058
1,2013,5,3,23,2096
1,2013,6,3,2,192
1,2013,6,6,3,373
1,2013,7,2,12,1246
1,2013,7,5,13,1522
1,2013,8,1,22,1836
1,2013,8,4,23,2153
1,2013,9,1,1,678
1,2013,9,4,2,78
1,2013,9,7,3,76
1,2013,10,3,12,1269
1,2013,10,6,13,1690
1,2013,11,2,22,1429
1,2013,11,5,23,1803
1,2013,12,2,1,534
1,2013,12,5,2,129
1,2010,2,2,3,19
1,2010,2,5,4,101
1,2010,3,1,13,1059
1,2010,3,4,14,918
1,2010,3,7,15,1300
1,2010,5,3,3,92
1,2010,5,6,4,155
1,2010,6,2,13,1507
1,2010,6,5,14,1461
1,2010,7,1,23,1852
1,2010,8,1,2,437
1,2010,8,4,3,80
1,2010,8,7,4,156
1,2010,9,3,13,1438
1,2010,9,6,14,1316
1,2010,10,2,23,1072
1,2010,11,2,2,143
1,2010,11,5,3,55
1,2010,12,1,12,684
1,2010,12,4,13,1473
1,2010,12,7,14,1102
1,2011,1,3,0,621
1,2011,1,6,1,503
1,2011,2,2,10,621
1,2011,2,5,11,713
1,2011,3,1,20,1952
1,2011,3,4,21,2002
1,2011,3,7,22,2058
1,2011,4,4,0,1222
1,2011,4,7,1,477
1,2011,5,3,10,758
1,2011,5,6,11,845
1,2011,6,2,20,1879
1,2011,6,5,21,1686
1,2011,7,5,0,1317
1,2011,8,1,9,1314
1,2011,8,4,10,611
1,2011,8,7,11,436
1,2011,9,3,20,1832
1,2011,9,6,21,1550
1,2011,10,6,0,1162
1,2011,11,2,9,701
1,2011,11,5,10,743
1,2011,12,1,19,1742
1,2011,12,4,20,2358
1,2011,12,7,21,1783
1,2012,1,3,7,1149
1,2012,1,6,8,738
1,2012,2,2,17,1680
1,2012,2,5,18,1445
1,2012,4,1,6,2131
1,2012,4,4,7,1383
1,2012,4,7,8,1115
1,2012,5,3,17,2795
1,2012,5,6,18,1610
1,2012,7,2,6,1296
1,2012,7,5,7,1218
1,2012,8,1,16,2278
1,2012,8,4,17,2491
1,2012,8,7,18,2287
1,2012,10,3,6,1082
1,2012,10,6,7,1272
1,2012,11,2,16,1987
1,2012,11,5,17,2548
1,2013,1,3,14,2128
1,2013,1,6,15,2228
1,2013,3,2,3,39
1,2013,3,5,4,132
1,2013,4,1,13,2359
1,2013,4,4,14,1804
1,2013,4,7,15,2739
1,2013,6,3,3,63
1,2013,6,6,4,305
1,2013,7,2,13,1903
1,2013,7,5,14,1789
1,2013,8,1,23,1755
1,2013,9,1,2,284
1,2013,9,4,3,13
1,2013,9,7,4,96
1,2013,10,3,13,2170
1,2013,10,6,14,1695
1,2013,11,2,23,1373
1,2013,12,2,2,100
1,2013,12,5,3,54
1,2010,2,2,4,63
1,2010,2,5,5,240
1,2010,3,1,14,1230
1,2010,3,4,15,1257
1,2010,3,7,16,1380
1,2010,5,3,4,31
1,2010,5,6,5,406
1,2010,6,2,14,1958
1,2010,6,5,15,1645
1,2010,8,1,3,252
1,2010,8,4,4,62
1,2010,8,7,5,546
1,2010,9,3,14,1751
1,2010,9,6,15,1473
1,2010,11,2,3,39
1,2010,11,5,4,66
1,2010,12,1,13,914
1,2010,12,4,14,1677
1,2010,12,7,15,1321
1,2011,1,3,1,273
1,2011,1,6,2,122
1,2011,2,2,11,674
1,2011,2,5,12,731
1,2011,3,1,21,1741
1,2011,3,4,22,1942
1,2011,3,7,23,1694
1,2011,4,1,0,1421
1,2011,4,4,1,504
1,2011,4,7,2,261
1,2011,5,3,11,897
1,2011,5,6,12,775
1,2011,6,2,21,1518
1,2011,6,5,22,1835
1,2011,7,2,0,1254
1,2011,7,5,1,849
1,2011,8,1,10,1265
1,2011,8,4,11,855
1,2011,8,7,12,476
1,2011,9,3,21,1589
1,2011,9,6,22,1438
1,2011,10,3,0,781
1,2011,10,6,1,478
1,2011,11,2,10,1148
1,2011,11,5,11,716
1,2011,12,1,20,1903
1,2011,12,4,21,2211
1,2011,12,7,22,1648
1,2012,1,3,8,808
1,2012,1,6,9,458
1,2012,2,2,18,1282
1,2012,2,5,19,1639
1,2012,4,1,7,2494
1,2012,4,4,8,1121
1,2012,4,7,9,684
1,2012,5,3,18,2388
1,2012,5,6,19,1642
1,2012,7,2,7,1680
1,2012,7,5,8,1115
1,2012,8,1,17,1949
1,2012,8,4,18,2496
1,2012,8,7,19,2102
1,2012,10,3,7,1740
1,2012,10,6,8,1033
1,2012,11,2,17,2160
1,2012,11,5,18,2292
1,2013,1,3,15,3089
1,2013,1,6,16,1581
1,2013,3,2,4,163
1,2013,3,5,5,1160
1,2013,4,1,14,2455
1,2013,4,4,15,2351
1,2013,4,7,16,2475
1,2013,6,3,4,65
1,2013,6,6,5,685
1,2013,7,2,14,2124
1,2013,7,5,15,1926
1,2013,9,1,3,24
1,2013,9,4,4,68
1,2013,9,7,5,733
1,2013,10,3,14,2369
1,2013,10,6,15,1998
1,2013,12,2,3,92
1,2013,12,5,4,89
1,2010,2,2,5,317
1,2010,2,5,6,778
1,2010,3,1,15,1597
1,2010,3,4,16,1235
1,2010,3,7,17,1420
1,2010,5,3,5,373
1,2010,5,6,6,966
1,2010,6,2,15,2035
1,2010,6,5,16,1784
1,2010,8,1,4,144
1,2010,8,4,5,377
1,2010,8,7,6,1082
1,2010,9,3,15,1857
1,2010,9,6,16,1247
1,2010,11,2,4,90
1,2010,11,5,5,523
1,2010,12,1,14,1035
1,2010,12,4,15,2046
1,2010,12,7,16,1336
1,2011,1,3,2,68
1,2011,1,6,3,58
1,2011,2,2,12,616
1,2011,2,5,13,1005
1,2011,3,1,22,1724
1,2011,3,4,23,1721
1,2011,4,1,1,960
1,2011,4,4,2,206
1,2011,4,7,3,246
1,2011,5,3,12,900
1,2011,5,6,13,1428
1,2011,6,2,22,1584
1,2011,6,5,23,1744
1,2011,7,2,1,647
1,2011,7,5,2,218
1,2011,8,1,11,1366
1,2011,8,4,12,910
1,2011,8,7,13,744
1,2011,9,3,22,1610
1,2011,9,6,23,926
1,2011,10,3,1,344
1,2011,10,6,2,209
1,2011,11,2,11,1186
1,2011,11,5,12,963
1,2011,12,1,21,1704
1,2011,12,4,22,1983
1,2011,12,7,23,1490
1,2012,1,3,9,561
1,2012,1,6,10,527
1,2012,2,2,19,1781
1,2012,2,5,20,1781
1,2012,4,1,8,1857
1,2012,4,4,9,686
1,2012,4,7,10,817
1,2012,5,3,19,2184
1,2012,5,6,20,1570
1,2012,7,2,8,1295
1,2012,7,5,9,655
1,2012,8,1,18,2253
1,2012,8,4,19,2084
1,2012,8,7,20,2100
1,2012,10,3,8,1047
1,2012,10,6,9,699
1,2012,11,2,18,1968
1,2012,11,5,19,2435
1,2013,1,3,16,2393
1,2013,1,6,17,1986
1,2013,3,2,5,803
1,2013,3,5,6,1519
1,2013,4,1,15,2917
1,2013,4,4,16,2306
1,2013,4,7,17,2393
1,2013,6,3,5,740
1,2013,6,6,6,1323
1,2013,7,2,15,2485
1,2013,7,5,16,1821
1,2013,9,1,4,129
1,2013,9,4,5,851
1,2013,9,7,6,1273
1,2013,10,3,15,2835
1,2013,10,6,16,2037
1,2013,12,2,4,141
1,2013,12,5,5,812
1,2010,2,2,6,916
1,2010,2,5,7,840
1,2010,3,1,16,1620
1,2010,3,4,17,1264
1,2010,3,7,18,1395
1,2010,5,3,6,952
1,2010,5,6,7,1165
1,2010,6,2,16,2118
1,2010,6,5,17,1618
1,2010,8,1,5,553
1,2010,8,4,6,910
1,2010,8,7,7,1162
1,2010,9,3,16,1609
1,2010,9,6,17,1323
1,2010,11,2,5,797
1,2010,11,5,6,1032
1,2010,12,1,15,1561
1,2010,12,4,16,2062
1,2010,12,7,17,1309
1,2011,1,3,3,46
1,2011,1,6,4,92
1,2011,2,2,13,749
1,2011,2,5,14,1374
1,2011,3,1,23,1502
1,2011,4,1,2,223
1,2011,4,4,3,103
1,2011,4,7,4,147
1,2011,5,3,13,1487
1,2011,5,6,14,1301
1,2011,6,2,23,1326
1,2011,7,2,2,218
1,2011,7,5,3,57
1,2011,8,1,12,1279
1,2011,8,4,13,1345
1,2011,8,7,14,937
1,2011,9,3,23,1300
1,2011,10,3,2,72
1,2011,10,6,3,56
1,2011,11,2,12,1125
1,2011,11,5,13,1174
1,2011,12,1,22,1486
1,2011,12,4,23,1769
1,2012,1,3,10,682
1,2012,1,6,11,606
1,2012,2,2,20,1574
1,2012,2,5,21,1710
1,2012,3,5,0,1273
1,2012,4,1,9,1344
1,2012,4,4,10,791
1,2012,4,7,11,920
1,2012,5,3,20,2474
1,2012,5,6,21,1296
1,2012,6,6,0,1503
1,2012,7,2,9,806
1,2012,7,5,10,708
1,2012,8,1,19,2191
1,2012,8,4,20,2417
1,2012,8,7,21,2037
1,2012,9,7,0,1052
1,2012,10,3,9,813
1,2012,10,6,10,718
1,2012,11,2,19,1800
1,2012,11,5,20,2361
1,2013,1,3,17,2237
1,2013,1,6,18,1867
1,2013,3,2,6,1179
1,2013,3,5,7,1873
1,2013,4,1,16,3006
1,2013,4,4,17,1895
1,2013,4,7,18,2476
1,2013,6,3,6,1036
1,2013,6,6,7,1409
1,2013,7,2,16,2152
1,2013,7,5,17,1903
1,2013,9,1,5,1327
1,2013,9,4,6,1026
1,2013,9,7,7,1591
1,2013,10,3,16,3003
1,2013,10,6,17,2098
1,2013,12,2,5,1116
1,2013,12,5,6,928
1,2010,2,2,7,832
1,2010,2,5,8,631
1,2010,3,1,17,1632
1,2010,3,4,18,1193
1,2010,3,7,19,1257
1,2010,5,3,7,1030
1,2010,5,6,8,1147
1,2010,6,2,17,2199
1,2010,6,5,18,1401
1,2010,8,1,6,1433
1,2010,8,4,7,1041
1,2010,8,7,8,869
1,2010,9,3,17,1933
1,2010,9,6,18,1344
1,2010,11,2,6,1263
1,2010,11,5,7,1185
1,2010,12,1,16,1299
1,2010,12,4,17,1944
1,2010,12,7,18,1156
1,2011,1,3,4,30
1,2011,1,6,5,585
1,2011,2,2,14,1172
1,2011,2,5,15,1453
1,2011,4,1,3,142
1,2011,4,4,4,87
1,2011,4,7,5,623
1,2011,5,3,14,1576
1,2011,5,6,15,1668
1,2011,7,2,3,120
1,2011,7,5,4,93
1,2011,8,1,13,1921
1,2011,8,4,14,1723
1,2011,8,7,15,888
1,2011,10,3,3,28
1,2011,10,6,4,105
1,2011,11,2,13,1458
1,2011,11,5,14,1693
1,2011,12,1,23,1505
1,2012,1,3,11,729
1,2012,1,6,12,768
1,2012,2,2,21,1583
1,2012,2,5,22,1297
1,2012,3,2,0,1408
1,2012,3,5,1,836
1,2012,4,1,10,1373
1,2012,4,4,11,723
1,2012,4,7,12,1270
1,2012,5,3,21,1993
1,2012,5,6,22,1289
1,2012,6,3,0,1208
1,2012,6,6,1,1143
1,2012,7,2,10,910
1,2012,7,5,11,956
1,2012,8,1,20,2263
1,2012,8,4,21,2491
1,2012,8,7,22,2261
1,2012,9,4,0,1561
1,2012,9,7,1,363
1,2012,10,3,10,820
1,2012,10,6,11,888
1,2012,11,2,20,2134
1,2012,11,5,21,2338
1,2012,12,5,0,1342
1,2013,1,3,18,2092
1,2013,1,6,19,1761
1,2013,3,2,7,1588
1,2013,3,5,8,1551
1,2013,4,1,17,2927
1,2013,4,4,18,1917
1,2013,4,7,19,2178
1,2013,6,3,7,1394
1,2013,6,6,8,1257
1,2013,7,2,17,2254
1,2013,7,5,18,1731
1,2013,9,1,6,1974
1,2013,9,4,7,1364
1,2013,9,7,8,1100
1,2013,10,3,17,2974
1,2013,10,6,18,1883
1,2013,12,2,6,1079
1,2013,12,5,7,1471
1,2010,2,2,8,763
1,2010,2,5,9,597
1,2010,3,1,18,1715
1,2010,3,4,19,1018
1,2010,3,7,20,1218
1,2010,5,3,8,791
1,2010,5,6,9,742
1,2010,6,2,18,1843
1,2010,6,5,19,1603
1,2010,8,1,7,1640
1,2010,8,4,8,833
1,2010,8,7,9,707
1,2010,9,3,18,1800
1,2010,9,6,19,1450
1,2010,11,2,7,1349
1,2010,11,5,8,937
1,2010,12,1,17,1204
1,2010,12,4,18,1584
1,2010,12,7,19,1182
1,2011,1,3,5,363
1,2011,1,6,6,926
1,2011,2,2,15,1443
1,2011,2,5,16,1643
1,2011,4,1,4,120
1,2011,4,4,5,670
1,2011,4,7,6,649
1,2011,5,3,15,1569
1,2011,5,6,16,1692
1,2011,7,2,4,91
1,2011,7,5,5,822
1,2011,8,1,14,2237
1,2011,8,4,15,1762
1,2011,8,7,16,890
1,2011,10,3,4,47
1,2011,10,6,5,613
1,2011,11,2,14,2206
1,2011,11,5,15,1954
1,2012,1,3,12,763
1,2012,1,6,13,965
1,2012,2,2,22,1166
1,2012,2,5,23,1151
1,2012,3,2,1,995
1,2012,3,5,2,203
1,2012,4,1,11,1199
1,2012,4,4,12,1120
1,2012,4,7,13,1887
1,2012,5,3,22,2026
1,2012,5,6,23,979
1,2012,6,3,1,341
1,2012,6,6,2,418
1,2012,7,2,11,1216
1,2012,7,5,12,1009
1,2012,8,1,21,1634
1,2012,8,4,22,2161
1,2012,8,7,23,1932
1,2012,9,1,0,1519
1,2012,9,4,1,424
1,2012,9,7,2,174
1,2012,10,3,11,1103
1,2012,10,6,12,709
1,2012,11,2,21,1734
1,2012,11,5,22,2159
1,2012,12,2,0,1043
1,2012,12,5,1,391
1,2013,1,3,19,2155
1,2013,1,6,20,1836
1,2013,3,2,8,1054
1,2013,3,5,9,935
1,2013,4,1,18,2755
1,2013,4,4,19,1947
1,2013,4,7,20,2347
1,2013,6,3,8,1084
1,2013,6,6,9,680
1,2013,7,2,18,2221
1,2013,7,5,19,1378
1,2013,9,1,7,2330
1,2013,9,4,8,1117
1,2013,9,7,9,642
1,2013,10,3,18,2789
1,2013,10,6,19,1801
1,2013,12,2,7,1728
1,2013,12,5,8,1228
1,2010,1,6,0,951
1,2010,2,2,9,440
1,2010,2,5,10,473
1,2010,3,1,19,1530
1,2010,3,4,20,1146
1,2010,3,7,21,1277
1,2010,4,7,0,684
1,2010,5,3,9,644
1,2010,5,6,10,680
1,2010,6,2,19,1884
1,2010,6,5,20,1771
1,2010,8,1,8,1447
1,2010,8,4,9,570
1,2010,8,7,10,745
1,2010,9,3,19,1737
1,2010,9,6,20,1433
1,2010,11,2,8,1013
1,2010,11,5,9,514
1,2010,12,1,18,1204
1,2010,12,4,19,1787
1,2010,12,7,20,1314
1,2011,1,3,6,812
1,2011,1,6,7,833
1,2011,2,2,16,1348
1,2011,2,5,17,1610
1,2011,4,1,5,925
1,2011,4,4,6,936
1,2011,4,7,7,817
1,2011,5,3,16,1885
1,2011,5,6,17,1700
1,2011,7,2,5,809
1,2011,7,5,6,1429
1,2011,8,1,15,2837
1,2011,8,4,16,1982
1,2011,8,7,17,887
1,2011,10,3,5,607
1,2011,10,6,6,1356
1,2011,11,2,15,2431
1,2011,11,5,16,1978
1,2012,1,3,13,1073
1,2012,1,6,14,1355
1,2012,2,2,23,1224
1,2012,3,2,2,119
1,2012,3,5,3,111
1,2012,4,1,12,1559
1,2012,4,4,13,1620
1,2012,4,7,14,2277
1,2012,5,3,23,1631
1,2012,6,3,2,83
1,2012,6,6,3,171
1,2012,7,2,12,1143
1,2012,7,5,13,1625
1,2012,8,1,22,1724
1,2012,8,4,23,1998
1,2012,9,1,1,545
1,2012,9,4,2,127
1,2012,9,7,3,95
1,2012,10,3,12,1162
1,2012,10,6,13,1451
1,2012,11,2,22,1565
1,2012,11,5,23,1721
1,2012,12,2,1,382
1,2012,12,5,2,88
1,2013,1,3,20,2404
1,2013,1,6,21,1546
1,2013,2,6,0,895
1,2013,3,2,9,732
1,2013,3,5,10,994
1,2013,4,1,19,2527
1,2013,4,4,20,2035
1,2013,4,7,21,2097
1,2013,5,7,0,945
1,2013,6,3,9,735
1,2013,6,6,10,670
1,2013,7,2,19,1960
1,2013,7,5,20,1747
1,2013,9,1,8,2041
1,2013,9,4,9,572
1,2013,9,7,10,813
1,2013,10,3,19,2565
1,2013,10,6,20,1879
1,2013,12,2,8,1373
1,2013,12,5,9,712
1,2010,1,3,0,650
1,2010,1,6,1,360
1,2010,2,2,10,519
1,2010,2,5,11,699
1,2010,3,1,20,1518
1,2010,3,4,21,1201
1,2010,3,7,22,1307
1,2010,4,4,0,1248
1,2010,4,7,1,241
1,2010,5,3,10,507
1,2010,5,6,11,1048
1,2010,6,2,20,2194
1,2010,6,5,21,1527
1,2010,7,5,0,1547
1,2010,8,1,9,1142
1,2010,8,4,10,681
1,2010,8,7,11,827
1,2010,9,3,20,2037
1,2010,9,6,21,1299
1,2010,10,6,0,1147
1,2010,11,2,9,583
1,2010,11,5,10,603
1,2010,12,1,19,1230
1,2010,12,4,20,1919
1,2010,12,7,21,1407
1,2011,1,3,7,857
1,2011,1,6,8,807
1,2011,2,2,17,1384
1,2011,2,5,18,1416
1,2011,4,1,6,1300
1,2011,4,4,7,1236
1,2011,4,7,8,621
1,2011,5,3,17,1757
1,2011,5,6,18,1521
1,2011,7,2,6,1167
1,2011,7,5,7,1600
1,2011,8,1,16,2853
1,2011,8,4,17,1779
1,2011,8,7,18,995
1,2011,10,3,6,1159
1,2011,10,6,7,1277
1,2011,11,2,16,2458
1,2011,11,5,17,1963
1,2012,1,3,14,1691
1,2012,1,6,15,1684
1,2012,3,2,3,64
1,2012,3,5,4,136
1,2012,4,1,13,2093
1,2012,4,4,14,1775
1,2012,4,7,15,2921
1,2012,6,3,3,62
1,2012,6,6,4,172
1,2012,7,2,13,1958
1,2012,7,5,14,1679
1,2012,8,1,23,1958
1,2012,9,1,2,87
1,2012,9,4,3,32
1,2012,9,7,4,73
1,2012,10,3,13,2048
1,2012,10,6,14,1692
1,2012,11,2,23,1146
1,2012,12,2,2,60
1,2012,12,5,3,58
1,2013,1,3,21,2130
1,2013,1,6,22,1652
1,2013,2,3,0,1170
1,2013,2,6,1,290
1,2013,3,2,10,689
1,2013,3,5,11,1015
1,2013,4,1,20,2685
1,2013,4,4,21,1782
1,2013,4,7,22,2333
1,2013,5,4,0,1474
1,2013,5,7,1,407
1,2013,6,3,10,556
1,2013,6,6,11,1112
1,2013,7,2,20,2142
1,2013,7,5,21,1721
1,2013,8,5,0,1918
1,2013,9,1,9,1048
1,2013,9,4,10,604
1,2013,9,7,11,1609
1,2013,10,3,20,2858
1,2013,10,6,21,1878
1,2013,11,6,0,1351
1,2013,12,2,9,949
1,2013,12,5,10,897
1,2010,1,3,1,211
1,2010,1,6,2,151
1,2010,2,2,11,567
1,2010,2,5,12,540
1,2010,3,1,21,1568
1,2010,3,4,22,1095
1,2010,3,7,23,1451
1,2010,4,1,0,1306
1,2010,4,4,1,300
1,2010,4,7,2,96
1,2010,5,3,11,869
1,2010,5,6,12,976
1,2010,6,2,21,1999
1,2010,6,5,22,1625
1,2010,7,2,0,1766
1,2010,7,5,1,616
1,2010,8,1,10,1173
1,2010,8,4,11,673
1,2010,8,7,12,1018
1,2010,9,3,21,1723
1,2010,9,6,22,1543
1,2010,10,3,0,1037
1,2010,10,6,1,236
1,2010,11,2,10,884
1,2010,11,5,11,711
1,2010,12,1,20,1316
1,2010,12,4,21,1962
1,2010,12,7,22,1172
1,2011,1,3,8,594
1,2011,1,6,9,468
1,2011,2,2,18,1118
1,2011,2,5,19,1329
1,2011,4,1,7,1822
1,2011,4,4,8,906
1,2011,4,7,9,510
1,2011,5,3,18,1756
